order_id,order_delta_hour_t-1,order_delta_hour_t-2,order_delta_hour_t-3
555341,1.0,2.0,1.0
1279440,0.0,1.0,2.0
2159771,-4.0,-4.0,-3.0
2737858,8.0,4.0,4.0
3199992,2.0,10.0,6.0
1317156,4.0,6.0,14.0
1526757,-14.0,-10.0,-8.0
2315585,1.0,-13.0,-9.0
532669,1.0,2.0,-12.0
2418069,7.0,8.0,9.0
1862979,4.0,11.0,12.0
2845240,,,
406053,10.0,,
759873,-1.0,9.0,
171328,0.0,-1.0,9.0
1844525,-7.0,-7.0,-8.0
1395386,13.0,6.0,6.0
2229528,-9.0,4.0,-3.0
3400349,4.0,-5.0,8.0
94785,1.0,5.0,-4.0
2060122,-2.0,-1.0,3.0
760011,0.0,-2.0,-1.0
1527863,,,
1808522,-1.0,,
1651251,0.0,-1.0,
828714,-3.0,-3.0,-4.0
1973317,3.0,0.0,0.0
1498208,0.0,3.0,0.0
2093177,2.0,2.0,5.0
2600128,,,
93633,1.0,,
143892,-5.0,-4.0,
2656655,5.0,0.0,1.0
1825661,-2.0,3.0,-2.0
648768,4.0,2.0,7.0
1742896,0.0,4.0,2.0
1125188,-4.0,-4.0,0.0
96762,7.0,3.0,3.0
1492912,-4.0,3.0,-1.0
3131499,-2.0,-6.0,1.0
2589727,0.0,-2.0,-6.0
530079,2.0,2.0,0.0
269057,-2.0,0.0,0.0
3321407,2.0,0.0,2.0
1379366,0.0,2.0,0.0
503677,0.0,0.0,2.0
450756,-2.0,-2.0,-2.0
2924461,0.0,-2.0,-2.0
1023528,-1.0,-1.0,-3.0
2953750,,,
1200861,7.0,,
446624,-7.0,0.0,
3250477,10.0,3.0,10.0
2577160,-13.0,-3.0,-10.0
16938,0.0,-13.0,-3.0
2313258,3.0,3.0,-10.0
966093,6.0,9.0,9.0
1490626,-17.0,-11.0,-8.0
1538726,17.0,0.0,6.0
1147006,4.0,21.0,4.0
2470578,-3.0,1.0,18.0
1600130,1.0,-2.0,2.0
853769,-10.0,-9.0,-12.0
656148,-2.0,-12.0,-11.0
2354937,14.0,12.0,2.0
3164907,-13.0,1.0,-1.0
1491671,7.0,-6.0,8.0
693577,0.0,7.0,-6.0
1830843,-1.0,-1.0,6.0
1860712,6.0,5.0,5.0
2417853,-1.0,5.0,4.0
1419366,1.0,0.0,6.0
272466,-12.0,-11.0,-12.0
2090334,4.0,-8.0,-7.0
2118226,6.0,10.0,-2.0
58025,-10.0,-4.0,0.0
274453,-1.0,-11.0,-5.0
129502,13.0,12.0,2.0
1399640,-6.0,7.0,6.0
883420,-7.0,-13.0,0.0
2975548,6.0,-1.0,-7.0
2523168,-1.0,5.0,-2.0
2614193,-3.0,-4.0,2.0
1263929,,,
691872,4.0,,
1304214,0.0,4.0,
886024,-3.0,-3.0,1.0
1357032,2.0,-1.0,-1.0
388321,-2.0,0.0,-3.0
930818,0.0,-2.0,0.0
2244900,2.0,2.0,0.0
1887913,-4.0,-2.0,-2.0
3169064,1.0,-3.0,-1.0
1268218,1.0,2.0,-2.0
530292,-2.0,-1.0,0.0
2251380,7.0,5.0,6.0
3084199,-7.0,0.0,-2.0
2681971,12.0,5.0,12.0
2460091,-14.0,-2.0,-9.0
1227727,5.0,-9.0,3.0
360918,0.0,5.0,-9.0
599024,-3.0,-3.0,2.0
1992846,7.0,4.0,4.0
2386143,,,
1735919,-1.0,,
1870522,-1.0,-2.0,
1409343,0.0,-1.0,-2.0
2701946,2.0,2.0,1.0
1353995,-2.0,0.0,0.0
2958933,0.0,-2.0,0.0
3204660,1.0,1.0,-1.0
871496,0.0,1.0,1.0
2527865,4.0,4.0,5.0
3412524,0.0,4.0,4.0
2882183,-3.0,-3.0,1.0
1913828,3.0,0.0,0.0
1424488,-4.0,-1.0,-4.0
2067531,1.0,-3.0,0.0
2443953,0.0,1.0,-3.0
2950711,4.0,4.0,5.0
2606638,-1.0,3.0,3.0
2815196,-3.0,-4.0,0.0
2653447,4.0,1.0,0.0
1688354,-2.0,2.0,-1.0
1906727,1.0,-1.0,3.0
1409658,-3.0,-2.0,-4.0
2351740,0.0,-3.0,-2.0
1356945,0.0,0.0,-3.0
2088407,-3.0,-3.0,-3.0
1955859,5.0,2.0,2.0
1987053,-3.0,2.0,-1.0
2073046,4.0,1.0,6.0
1801521,-3.0,1.0,-2.0
1956916,-3.0,-6.0,-2.0
208366,1.0,-2.0,-5.0
1853191,2.0,3.0,0.0
360312,4.0,6.0,7.0
1394920,-5.0,-1.0,1.0
2210880,-2.0,-7.0,-3.0
2043715,3.0,1.0,-4.0
57303,-2.0,1.0,-1.0
3009985,,,
2248312,2.0,,
490007,7.0,9.0,
1579749,-5.0,2.0,4.0
1927957,7.0,2.0,9.0
3231408,-10.0,-3.0,-8.0
1332510,10.0,0.0,7.0
1770433,-9.0,1.0,-9.0
2215746,1.0,-8.0,2.0
2036319,-6.0,-5.0,-14.0
2516344,12.0,6.0,7.0
2318292,-8.0,4.0,-2.0
3234020,8.0,0.0,12.0
232431,-14.0,-6.0,-14.0
1923222,7.0,-7.0,1.0
194248,-5.0,2.0,-12.0
3202533,,,
2431527,3.0,,
1870109,-1.0,2.0,
2370610,3.0,2.0,5.0
2384453,-9.0,-6.0,-7.0
113166,6.0,-3.0,0.0
43062,2.0,8.0,-1.0
454335,-1.0,1.0,7.0
1918973,-4.0,-5.0,-3.0
1881311,-2.0,-6.0,-7.0
980767,,,
3228866,10.0,,
2833354,-15.0,-5.0,
787048,0.0,-15.0,-5.0
1200852,9.0,9.0,-6.0
2668500,-3.0,6.0,6.0
1755356,-2.0,-5.0,4.0
2584245,-4.0,-6.0,-9.0
1272591,4.0,0.0,-2.0
2471777,2.0,6.0,2.0
902180,,,
2541755,6.0,,
827772,-5.0,1.0,
3155240,-2.0,-7.0,-1.0
2089373,5.0,3.0,-2.0
364552,-3.0,2.0,0.0
1246686,-1.0,-4.0,1.0
1305178,12.0,11.0,8.0
3170669,-12.0,0.0,-1.0
2881451,1.0,-11.0,1.0
915792,,,
2378422,5.0,,
3385593,-6.0,-1.0,
80128,1.0,-5.0,0.0
1520456,6.0,7.0,1.0
2700391,,,
779305,16.0,,
764299,4.0,20.0,
726433,-3.0,1.0,17.0
88974,1.0,-2.0,2.0
1396670,-9.0,-8.0,-11.0
911416,7.0,-2.0,-1.0
3186457,-3.0,4.0,-5.0
3223574,4.0,1.0,8.0
1176142,-2.0,2.0,-1.0
823922,-2.0,-4.0,0.0
1749157,-5.0,-7.0,-9.0
2906306,2.0,-3.0,-5.0
3229645,5.0,7.0,2.0
3306783,-2.0,3.0,5.0
2576101,3.0,1.0,6.0
2275356,-3.0,0.0,-2.0
2330292,,,
2369851,-6.0,,
2096651,1.0,-5.0,
1498171,-2.0,-1.0,-7.0
1399482,,,
2772128,2.0,,
3122690,7.0,9.0,
908367,-7.0,0.0,2.0
3371485,5.0,-2.0,5.0
630983,0.0,5.0,-2.0
2993736,-8.0,-8.0,-3.0
2781606,12.0,4.0,4.0
1682521,-12.0,0.0,-8.0
2701025,6.0,-6.0,6.0
3097696,-5.0,1.0,-11.0
457450,-1.0,-6.0,0.0
264245,10.0,9.0,4.0
319262,-9.0,1.0,0.0
1607710,-1.0,-10.0,0.0
2484477,-1.0,-2.0,-11.0
2379291,10.0,9.0,8.0
422258,-10.0,0.0,-1.0
3035119,7.0,-3.0,7.0
1321922,1.0,8.0,-2.0
2633311,4.0,5.0,12.0
2242692,-9.0,-5.0,-4.0
295319,-1.0,-10.0,-6.0
1495793,11.0,10.0,1.0
856618,-10.0,1.0,0.0
646351,0.0,-10.0,1.0
3076652,3.0,3.0,-7.0
2631411,-5.0,-2.0,-2.0
1127434,1.0,-4.0,-1.0
3222349,-2.0,-1.0,-6.0
1608928,11.0,9.0,10.0
372366,-7.0,4.0,2.0
889936,8.0,1.0,12.0
1117758,-1.0,7.0,0.0
57753,-2.0,-3.0,5.0
2393965,0.0,-2.0,-3.0
2977244,,,
2431856,8.0,,
2780079,-7.0,1.0,
1980846,2.0,-5.0,3.0
3366624,5.0,7.0,0.0
673141,-4.0,1.0,3.0
3115207,-1.0,-5.0,0.0
2347843,-6.0,-7.0,-11.0
188092,9.0,3.0,2.0
241022,-10.0,-1.0,-7.0
2339490,1.0,-9.0,0.0
506749,-2.0,-1.0,-11.0
289903,,,
3372120,-1.0,,
1171224,1.0,0.0,
2298604,1.0,2.0,1.0
2932039,3.0,4.0,5.0
532660,-5.0,-2.0,-1.0
517533,8.0,3.0,6.0
137135,-4.0,4.0,-1.0
2416575,1.0,-3.0,5.0
303552,-4.0,-3.0,-7.0
1145868,2.0,-2.0,-1.0
2670398,-4.0,-2.0,-6.0
898641,4.0,0.0,2.0
1748213,-14.0,-10.0,-14.0
3398358,,,
95269,0.0,,
1166359,0.0,0.0,
1322546,3.0,3.0,3.0
2241172,6.0,9.0,9.0
1823420,-3.0,3.0,6.0
1039069,-5.0,-8.0,-2.0
1823478,12.0,7.0,4.0
1548188,-2.0,10.0,5.0
2812824,-6.0,-8.0,4.0
2375947,-6.0,-12.0,-14.0
1368830,0.0,-6.0,-12.0
1683367,1.0,1.0,-5.0
1258927,,,
1860608,1.0,,
2191773,-1.0,0.0,
1014401,6.0,5.0,6.0
1728869,3.0,9.0,8.0
3400299,-7.0,-4.0,2.0
1443755,-2.0,-9.0,-6.0
1826792,3.0,1.0,-6.0
916814,0.0,3.0,1.0
2038530,-2.0,-2.0,1.0
2650215,4.0,2.0,2.0
1418908,-6.0,-2.0,-4.0
1183386,8.0,2.0,6.0
2356023,-4.0,4.0,-2.0
2610225,-1.0,-5.0,3.0
2373143,-3.0,-4.0,-8.0
2368897,3.0,0.0,-1.0
2690420,-5.0,-2.0,-5.0
1810003,15.0,10.0,13.0
1440442,-15.0,0.0,-5.0
3122735,14.0,-1.0,14.0
2136207,-11.0,3.0,-12.0
1864622,-1.0,-12.0,2.0
5445,7.0,6.0,-5.0
2271805,-7.0,0.0,-1.0
1263274,2.0,-5.0,2.0
3242403,-2.0,0.0,-7.0
2612815,-1.0,-3.0,-1.0
1037347,6.0,5.0,3.0
1813156,-5.0,1.0,0.0
1276488,-1.0,-6.0,0.0
2310122,0.0,-1.0,-6.0
2511282,,,
1475597,-7.0,,
2675737,7.0,0.0,
2964806,-4.0,3.0,-4.0
2205884,2.0,-2.0,5.0
2648847,-1.0,1.0,-3.0
1966377,-4.0,-5.0,-3.0
645850,,,
1191302,9.0,,
281262,-3.0,6.0,
2322711,-5.0,-8.0,1.0
151331,3.0,-2.0,-5.0
2140544,5.0,8.0,3.0
3134464,-8.0,-3.0,0.0
1450963,4.0,-4.0,1.0
3197312,4.0,8.0,0.0
644798,-2.0,2.0,6.0
1042086,-4.0,-6.0,-2.0
2219891,,,
433509,-8.0,,
913814,1.0,-7.0,
1552412,8.0,9.0,1.0
2118820,4.0,12.0,13.0
3009130,-9.0,-5.0,3.0
3036318,6.0,-3.0,1.0
928931,-5.0,1.0,-8.0
2163033,2.0,-3.0,3.0
738394,0.0,2.0,-3.0
2081779,-1.0,-1.0,1.0
3266604,2.0,1.0,1.0
1203803,-3.0,-1.0,-2.0
2946421,0.0,-3.0,-1.0
2022952,3.0,3.0,0.0
3159119,,,
144851,5.0,,
3164824,-2.0,3.0,
444452,1.0,-1.0,4.0
3330620,1.0,2.0,0.0
604152,,,
299532,-1.0,,
656543,1.0,0.0,
1481692,-6.0,-5.0,-6.0
1769065,5.0,-1.0,0.0
2300292,-1.0,4.0,-2.0
1528641,1.0,0.0,5.0
3196009,0.0,1.0,0.0
1854442,0.0,0.0,1.0
1113401,1.0,1.0,1.0
1823916,0.0,1.0,1.0
2815050,-12.0,-12.0,-11.0
2762419,12.0,0.0,0.0
3275124,0.0,12.0,0.0
176316,-9.0,-9.0,3.0
143560,9.0,0.0,0.0
422928,0.0,9.0,0.0
3247223,-1.0,-1.0,8.0
2308572,0.0,-1.0,-1.0
1837428,1.0,1.0,0.0
660544,-2.0,-1.0,-1.0
3321754,2.0,0.0,1.0
2804077,-1.0,1.0,-1.0
2025181,-6.0,-7.0,-5.0
1117839,2.0,-4.0,-5.0
3154836,5.0,7.0,1.0
351318,0.0,5.0,7.0
1101187,-3.0,-3.0,2.0
1112530,2.0,-1.0,-1.0
235715,0.0,2.0,-1.0
436356,-6.0,-6.0,-4.0
948645,-2.0,-8.0,-8.0
3403599,4.0,2.0,-4.0
1079129,-1.0,3.0,1.0
3413978,6.0,5.0,9.0
417006,-3.0,3.0,2.0
442991,2.0,-1.0,5.0
1979080,-1.0,1.0,-2.0
2034073,-4.0,-5.0,-3.0
3256339,-3.0,-7.0,-8.0
721261,3.0,0.0,-4.0
677045,5.0,8.0,5.0
1673027,1.0,6.0,9.0
2213390,-1.0,0.0,5.0
2970574,-9.0,-10.0,-9.0
344124,,,
507624,-2.0,,
437586,-5.0,-7.0,
3167594,4.0,-1.0,-3.0
221314,-5.0,-1.0,-6.0
3082225,2.0,-3.0,1.0
1559475,-9.0,-7.0,-12.0
1181300,-1.0,-10.0,-8.0
960829,10.0,9.0,0.0
1827074,2.0,12.0,11.0
3096302,4.0,6.0,16.0
2086460,-4.0,0.0,2.0
2966755,-8.0,-12.0,-8.0
1761466,10.0,2.0,-2.0
292021,3.0,13.0,5.0
2159743,1.0,4.0,14.0
1642184,1.0,2.0,5.0
1008966,2.0,3.0,4.0
3156708,-2.0,0.0,1.0
1029035,0.0,-2.0,0.0
1154635,-6.0,-6.0,-8.0
306026,-4.0,-10.0,-10.0
3318665,5.0,1.0,-5.0
3232270,3.0,8.0,4.0
3110439,-3.0,0.0,5.0
591013,0.0,-3.0,0.0
1118134,-2.0,-2.0,-5.0
1602928,1.0,-1.0,-1.0
3019613,-12.0,-11.0,-13.0
1926037,10.0,-2.0,-1.0
794850,-1.0,9.0,-3.0
1943873,3.0,2.0,12.0
2519142,3.0,6.0,5.0
2753473,-1.0,2.0,5.0
2021403,1.0,0.0,3.0
2156057,-14.0,-13.0,-14.0
488995,9.0,-5.0,-4.0
501993,3.0,12.0,-2.0
849115,0.0,3.0,12.0
2458410,-5.0,-5.0,-2.0
651277,5.0,0.0,0.0
1314994,-4.0,1.0,-4.0
70512,10.0,6.0,11.0
1967784,3.0,13.0,9.0
1192548,-14.0,-11.0,-1.0
1821496,8.0,-6.0,-3.0
1962924,-4.0,4.0,-10.0
45805,10.0,6.0,14.0
450600,-8.0,2.0,-2.0
3255142,-7.0,-15.0,-5.0
3254156,2.0,-5.0,-13.0
3281239,-10.0,-8.0,-15.0
1772333,9.0,-1.0,1.0
2496392,-1.0,8.0,-2.0
536979,14.0,13.0,22.0
2513373,-6.0,8.0,7.0
2807274,,,
1558302,7.0,,
2126568,-5.0,2.0,
2473072,2.0,-3.0,4.0
2076081,2.0,4.0,-1.0
3236997,-4.0,-2.0,0.0
863441,-2.0,-6.0,-4.0
3336132,7.0,5.0,1.0
1487079,-5.0,2.0,0.0
3178314,5.0,0.0,7.0
2375541,-2.0,3.0,-2.0
539352,-6.0,-8.0,-3.0
2285190,8.0,2.0,0.0
963977,-7.0,1.0,-5.0
755437,5.0,-2.0,6.0
2308308,,,
2709022,6.0,,
1395199,-5.0,1.0,
2892718,-1.0,-6.0,0.0
3104824,10.0,9.0,4.0
1003766,-8.0,2.0,1.0
2383824,-1.0,-9.0,1.0
588265,1.0,0.0,-8.0
1772920,10.0,11.0,10.0
2323948,-10.0,0.0,1.0
3420778,-3.0,-13.0,-3.0
1584898,7.0,4.0,-6.0
1809255,-6.0,1.0,-2.0
350394,12.0,6.0,13.0
1946877,-2.0,10.0,4.0
2260506,-8.0,-10.0,2.0
2678316,9.0,1.0,-1.0
1695616,-12.0,-3.0,-11.0
1697858,1.0,-11.0,-2.0
256141,-1.0,0.0,-12.0
1357901,1.0,0.0,1.0
1232647,0.0,1.0,0.0
3278635,5.0,5.0,6.0
242916,5.0,10.0,10.0
1544820,-9.0,-4.0,1.0
2125925,-1.0,-10.0,-5.0
3139093,7.0,6.0,-3.0
2178513,-6.0,1.0,0.0
1421427,11.0,5.0,12.0
3235345,0.0,11.0,5.0
707074,-7.0,-7.0,4.0
1432420,-6.0,-13.0,-13.0
3228958,10.0,4.0,-3.0
3296109,-2.0,8.0,2.0
2714890,4.0,2.0,12.0
743246,-12.0,-8.0,-10.0
1435288,11.0,-1.0,3.0
2622207,-7.0,4.0,-8.0
464302,3.0,-4.0,7.0
108665,0.0,3.0,-4.0
2419509,-4.0,-4.0,-1.0
3007897,2.0,-2.0,-2.0
2439484,-3.0,-1.0,-5.0
1703579,2.0,-1.0,1.0
2287318,-1.0,1.0,-2.0
1861357,3.0,2.0,4.0
2123389,1.0,4.0,3.0
1289899,-2.0,-1.0,2.0
1513827,2.0,0.0,1.0
2143295,-5.0,-3.0,-5.0
675564,4.0,-1.0,1.0
2704294,5.0,9.0,4.0
21609,-11.0,-6.0,-2.0
299014,3.0,-8.0,-3.0
3243181,-2.0,1.0,-10.0
1041591,0.0,-2.0,1.0
398889,7.0,7.0,5.0
2701442,-7.0,0.0,0.0
3418281,1.0,-6.0,1.0
350286,5.0,6.0,-1.0
432916,-5.0,0.0,1.0
726567,-1.0,-6.0,-1.0
1007039,5.0,4.0,-1.0
854861,1.0,6.0,5.0
90536,-6.0,-5.0,0.0
1424081,10.0,4.0,5.0
3294595,-1.0,9.0,3.0
3317758,-2.0,-3.0,7.0
622219,-8.0,-10.0,-11.0
2086805,1.0,-7.0,-9.0
1651610,1.0,2.0,-6.0
2055614,6.0,7.0,8.0
3006734,0.0,6.0,7.0
2937018,-8.0,-8.0,-2.0
1660140,1.0,-7.0,-7.0
617883,1.0,2.0,-6.0
2858657,2.0,3.0,4.0
2033722,-3.0,-1.0,0.0
1302579,3.0,0.0,2.0
2815859,2.0,5.0,2.0
398717,,,
1021321,9.0,,
2309080,-9.0,0.0,
981973,1.0,-8.0,1.0
1242174,2.0,3.0,-6.0
2404693,2.0,4.0,5.0
607207,2.0,4.0,6.0
883965,-4.0,-2.0,0.0
1622038,2.0,-2.0,0.0
1374259,-5.0,-3.0,-7.0
229866,0.0,-5.0,-3.0
1789912,0.0,0.0,-5.0
208818,1.0,1.0,1.0
3101767,1.0,2.0,2.0
3347952,-1.0,0.0,1.0
911086,5.0,4.0,5.0
1400336,-6.0,-1.0,-2.0
793973,4.0,-2.0,3.0
288615,-2.0,2.0,-4.0
2388521,-2.0,-4.0,0.0
1195394,0.0,-2.0,-4.0
2776018,1.0,1.0,-1.0
329663,3.0,4.0,4.0
2123148,-4.0,-1.0,0.0
775222,3.0,-1.0,2.0
1469042,-3.0,0.0,-4.0
3223637,0.0,-3.0,0.0
1914989,1.0,1.0,-2.0
1118355,0.0,1.0,1.0
1319422,0.0,0.0,1.0
991398,0.0,0.0,0.0
2404269,1.0,1.0,1.0
2192850,-2.0,-1.0,-1.0
2197420,1.0,-1.0,0.0
2931486,,,
2780307,9.0,,
1505588,-12.0,-3.0,
62570,5.0,-7.0,2.0
1056197,-8.0,-3.0,-15.0
561849,6.0,-2.0,3.0
504743,5.0,11.0,3.0
2597615,-8.0,-3.0,3.0
137699,3.0,-5.0,0.0
2875710,,,
541862,0.0,,
2062163,-1.0,-1.0,
1956058,-2.0,-3.0,-3.0
1312909,1.0,-1.0,-2.0
1034305,5.0,6.0,4.0
67480,-8.0,-3.0,-2.0
3090289,7.0,-1.0,4.0
1455026,-6.0,1.0,-7.0
412334,4.0,-2.0,5.0
1773364,-1.0,3.0,-3.0
2463343,-7.0,-8.0,-4.0
168899,5.0,-2.0,-3.0
2851407,3.0,8.0,1.0
2179770,-3.0,0.0,5.0
2256968,-6.0,-9.0,-6.0
293543,-1.0,-7.0,-10.0
307246,1.0,0.0,-6.0
1776846,7.0,8.0,7.0
1526339,,,
282841,4.0,,
147579,-2.0,2.0,
3023833,6.0,4.0,8.0
3061022,-5.0,1.0,-1.0
1478102,-2.0,-7.0,-1.0
263950,5.0,3.0,-2.0
319802,-7.0,-2.0,-4.0
898862,6.0,-1.0,4.0
558778,-3.0,3.0,-4.0
571624,-4.0,-7.0,-1.0
3310398,0.0,-4.0,-7.0
1458528,3.0,3.0,-1.0
1881633,-1.0,2.0,2.0
2634454,1.0,0.0,3.0
2531694,,,
663759,-4.0,,
2942466,-2.0,-6.0,
201492,2.0,0.0,-4.0
1799408,3.0,5.0,3.0
1104408,-2.0,1.0,3.0
3212761,-1.0,-3.0,0.0
962128,0.0,-1.0,-3.0
1011679,-2.0,-2.0,-3.0
1454836,2.0,0.0,0.0
2611983,0.0,2.0,0.0
1677966,,,
748947,-6.0,,
1896548,8.0,2.0,
362015,3.0,11.0,5.0
3152170,-4.0,-1.0,7.0
52311,6.0,2.0,5.0
2358164,-4.0,2.0,-2.0
2779814,-3.0,-7.0,-1.0
316071,1.0,-2.0,-6.0
1181449,-13.0,-12.0,-15.0
388764,11.0,-2.0,-1.0
3363395,6.0,17.0,4.0
1407572,-5.0,1.0,12.0
2648201,-3.0,-8.0,-2.0
53358,11.0,8.0,3.0
2955664,-11.0,0.0,-3.0
2905591,1.0,-10.0,1.0
250357,0.0,1.0,-10.0
1922404,5.0,5.0,6.0
2328888,-5.0,0.0,0.0
2296565,-11.0,-16.0,-11.0
2762769,14.0,3.0,-2.0
2837555,5.0,19.0,8.0
1850372,4.0,9.0,23.0
2917591,-8.0,-4.0,1.0
1561647,4.0,-4.0,0.0
3358917,-7.0,-3.0,-11.0
1556355,6.0,-1.0,3.0
3104983,-7.0,-1.0,-8.0
1874944,,,
138571,-2.0,,
2169741,-11.0,-13.0,
1882457,0.0,-11.0,-13.0
1721964,0.0,0.0,-11.0
1246729,2.0,2.0,2.0
524626,9.0,11.0,11.0
3216236,-1.0,8.0,10.0
998210,-9.0,-10.0,-1.0
2943291,-1.0,-10.0,-11.0
2813443,0.0,-1.0,-10.0
2816389,9.0,9.0,8.0
1632851,-9.0,0.0,0.0
2287661,,,
2405039,-7.0,,
3069019,5.0,-2.0,
3156077,-2.0,3.0,-4.0
2235341,1.0,-1.0,4.0
1336730,-1.0,0.0,-2.0
953813,-1.0,-2.0,-1.0
3212531,0.0,-1.0,-2.0
2979536,-2.0,-2.0,-3.0
2122605,3.0,1.0,1.0
2001963,-4.0,-1.0,-3.0
1567958,3.0,-1.0,2.0
722488,0.0,3.0,-1.0
930235,-13.0,-13.0,-10.0
2030127,14.0,1.0,1.0
296131,0.0,14.0,1.0
3128027,2.0,2.0,16.0
3304748,-3.0,-1.0,-1.0
1670872,-5.0,-8.0,-6.0
460285,6.0,1.0,-2.0
2954539,,,
2757540,0.0,,
493966,-1.0,-1.0,
565597,1.0,0.0,0.0
1896170,0.0,1.0,0.0
701514,-1.0,-1.0,0.0
2201949,-7.0,-8.0,-8.0
623237,8.0,1.0,0.0
2321937,,,
1756185,-8.0,,
241172,-1.0,-9.0,
2008458,1.0,0.0,-8.0
3050641,4.0,5.0,4.0
1267008,-3.0,1.0,2.0
2132554,-2.0,-5.0,-1.0
3163055,-2.0,-4.0,-7.0
1224931,5.0,3.0,1.0
2186054,2.0,7.0,5.0
189149,-4.0,-2.0,3.0
286536,-1.0,-5.0,-3.0
1549203,13.0,12.0,8.0
3230020,-12.0,1.0,0.0
2494311,-11.0,-23.0,-10.0
3244074,12.0,1.0,-11.0
2152185,0.0,12.0,1.0
1356302,-1.0,-1.0,11.0
60828,1.0,0.0,0.0
94225,7.0,8.0,7.0
2614829,-1.0,6.0,7.0
2066059,0.0,-1.0,6.0
1194701,-11.0,-11.0,-12.0
1462261,12.0,1.0,1.0
223540,-11.0,1.0,-10.0
1221664,10.0,-1.0,11.0
2520540,4.0,14.0,3.0
582787,-4.0,0.0,10.0
337807,-8.0,-12.0,-8.0
1516776,,,
2632559,4.0,,
3383510,3.0,7.0,
2436450,2.0,5.0,9.0
2117284,-10.0,-8.0,-5.0
2457377,0.0,-10.0,-8.0
1654392,2.0,2.0,-8.0
2317529,-1.0,1.0,1.0
519355,-1.0,-2.0,0.0
2595240,1.0,0.0,-1.0
2148806,-2.0,-1.0,-2.0
3005557,0.0,-2.0,-1.0
620364,2.0,2.0,0.0
1788590,5.0,7.0,7.0
2503914,-7.0,-2.0,0.0
3275911,0.0,-7.0,-2.0
92374,2.0,2.0,-5.0
1025362,4.0,6.0,6.0
1194799,4.0,8.0,10.0
1730565,,,
2760092,3.0,,
169463,-3.0,0.0,
206310,0.0,-3.0,0.0
3235286,,,
1390477,-9.0,,
2806352,-2.0,-11.0,
128033,3.0,1.0,-8.0
14949,4.0,7.0,5.0
1604264,-1.0,3.0,6.0
2694652,-3.0,-4.0,0.0
495215,1.0,-2.0,-3.0
976509,2.0,3.0,0.0
821441,,,
788982,-2.0,,
1347063,3.0,1.0,
2917986,-1.0,2.0,0.0
2007456,-1.0,-2.0,1.0
798221,1.0,0.0,-1.0
2044572,-4.0,-3.0,-4.0
2425347,-1.0,-5.0,-4.0
871879,7.0,6.0,2.0
2089187,-8.0,-1.0,-2.0
1216434,10.0,2.0,9.0
3409398,-1.0,9.0,1.0
1877758,-3.0,-4.0,6.0
160987,1.0,-2.0,-3.0
1857267,2.0,3.0,0.0
1684550,3.0,5.0,6.0
3328391,-8.0,-5.0,-3.0
2054556,-1.0,-9.0,-6.0
3192539,7.0,6.0,-2.0
2098360,-1.0,6.0,5.0
1255559,7.0,6.0,13.0
2752351,-13.0,-6.0,-7.0
420593,0.0,-13.0,-6.0
3075491,-2.0,-2.0,-15.0
1923567,3.0,1.0,1.0
2283869,0.0,3.0,1.0
1659141,3.0,3.0,6.0
3393315,1.0,4.0,4.0
209850,-7.0,-6.0,-3.0
8758,2.0,-5.0,-4.0
1513248,2.0,4.0,-3.0
1563997,0.0,2.0,4.0
1304372,-1.0,-1.0,1.0
2860887,-3.0,-4.0,-4.0
2025372,11.0,8.0,7.0
61892,-3.0,8.0,5.0
509453,-1.0,-4.0,7.0
2778260,-3.0,-4.0,-7.0
3119785,1.0,-2.0,-3.0
3278857,-5.0,-4.0,-7.0
355359,7.0,2.0,3.0
7617,-7.0,0.0,-5.0
1528370,,,
184064,-8.0,,
2439330,9.0,1.0,
843420,-3.0,6.0,-2.0
1300156,-5.0,-8.0,1.0
1757541,0.0,-5.0,-8.0
3334423,9.0,9.0,4.0
3385943,-3.0,6.0,6.0
451963,-1.0,-4.0,5.0
3201360,1.0,0.0,-3.0
2012614,-4.0,-3.0,-4.0
2756102,6.0,2.0,3.0
2573429,-1.0,5.0,1.0
3391864,0.0,-1.0,5.0
2777966,-10.0,-10.0,-11.0
2874071,8.0,-2.0,-2.0
2896208,-2.0,6.0,-4.0
1588246,-1.0,-3.0,5.0
708194,7.0,6.0,4.0
204858,-1.0,6.0,5.0
1335044,-6.0,-7.0,0.0
1679879,3.0,-3.0,-4.0
1915968,-8.0,-5.0,-11.0
962839,9.0,1.0,4.0
1546182,-2.0,7.0,-1.0
2410512,3.0,1.0,10.0
2061703,-5.0,-2.0,-4.0
2626529,3.0,-2.0,1.0
2396229,4.0,7.0,2.0
927532,-3.0,1.0,4.0
486419,-1.0,-4.0,0.0
2214944,0.0,-1.0,-4.0
3286033,3.0,3.0,2.0
2578111,-9.0,-6.0,-6.0
2200747,6.0,-3.0,0.0
1571636,-5.0,1.0,-8.0
1841817,9.0,4.0,10.0
3360629,-9.0,0.0,-5.0
2010083,8.0,-1.0,8.0
1977809,-8.0,0.0,-9.0
2652657,7.0,-1.0,7.0
3208948,2.0,9.0,1.0
1235708,-3.0,-1.0,6.0
1906753,-6.0,-9.0,-7.0
3064964,12.0,6.0,3.0
1241457,-8.0,4.0,-2.0
2094015,3.0,-5.0,7.0
2447339,-3.0,0.0,-8.0
2650706,1.0,-2.0,1.0
2911824,0.0,1.0,-2.0
1311174,0.0,0.0,1.0
1624457,3.0,3.0,3.0
